timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1778958562.6405478,0.5161267089843751,-0.03757186889648523,1.3491444396972656,0.03339534252882004,-0.03984414041042328,-0.029846804216504097
1778958562.660329,0.7631130981445313,-0.09819580078124979,1.376986541748047,0.14164848625659943,-0.0368838757276535,-0.08972981572151184
1778958562.6820107,0.7884104919433594,-0.310005340576172,1.4864089965820313,0.1669437438249588,-0.052202966064214706,-0.08498915284872055
1778958562.7046905,0.7273374938964844,-0.517623596191406,1.4563215637207032,0.16087479889392853,-0.06309285014867783,-0.048551566898822784
1778958562.729172,0.7225474548339844,-0.44996429443359354,1.4868580627441408,0.04282910004258156,-0.08876475691795349,0.012981580570340157
1778958562.7496128,0.6710545349121094,-0.2628533935546873,1.5425422668457032,-0.02789674699306488,-0.05266784876585007,0.03053848072886467
1778958562.7709408,0.6966513061523438,-0.09639953613281271,1.5447875976562502,-0.06188313663005829,-0.021475305780768394,0.024346571415662766
1778958562.79267,0.6876699829101562,0.014669494628906321,1.5260765075683596,-0.06803827732801437,0.008265916258096695,-0.005331332329660654
1778958562.8125207,0.63947021484375,0.11645782470703203,1.5144007873535157,-0.04375534877181053,0.012163080275058746,-0.017981961369514465
1778958562.8312387,0.5604345703125,-0.054486694335937,1.354084167480469,-0.04718390852212906,0.010999171063303947,-0.048092134296894073
1778958562.8484342,0.4890330505371094,-0.1766326904296882,1.1969110107421876,-0.052507590502500534,-0.0014602686278522015,-0.04606284201145172
1778958562.8666046,0.4273612976074219,-0.22079086303710938,1.1629316711425781,-0.042397912591695786,-0.011193269863724709,-0.03845897316932678
1778958562.8859358,0.37736526489257816,-0.18291961669921797,1.1817924499511718,-0.009577520191669464,-0.008401266299188137,-0.04088857024908066
1778958562.9051409,0.27872039794921877,-0.06481521606445284,1.2671150207519533,0.040217719972133636,0.003976311068981886,-0.02109387144446373
1778958562.924847,0.6027964782714844,-0.14624588012695305,1.2841795349121095,0.07145805656909943,-0.020652763545513153,-0.02633916772902012
1778958562.949748,0.6324348449707031,-0.3957769775390627,1.666783905029297,-0.02138655073940754,0.02760845609009266,-0.15731240808963776
1778958562.9698782,0.5357359313964845,-0.32078292846679624,1.8215620422363281,-0.10036984086036682,0.039755504578351974,-0.09465430676937103
1778958562.9882102,0.8387059020996094,-0.25491989135742266,1.4665003967285157,-0.07828955352306366,0.008021226152777672,-0.05533972382545471
1778958563.0120938,0.5921685791015625,-0.22692810058593693,1.5226336669921876,-0.03566155582666397,0.03442726656794548,-0.1226814016699791
1778958563.0317776,0.5035528564453126,-0.14235397338867273,1.7905764770507813,0.005441728048026562,0.04948882758617401,-0.10658497363328934
1778958563.0506046,0.51971923828125,-0.16241226196289027,1.9809805297851564,0.0813649520277977,0.06300346553325653,-0.06449508666992188
1778958563.071063,0.6643185424804687,-0.2884501647949218,1.870360565185547,0.15562403202056885,0.044697266072034836,-0.06826959550380707
1778958563.088884,0.6291416931152344,-0.3498225402832027,1.7019607543945314,0.14261576533317566,-0.007836035452783108,-0.0597839280962944
1778958563.1086326,0.47571075439453125,-0.4411326599121086,1.4108161926269531,0.06947971135377884,-0.07075326889753342,0.0005376781336963177
1778958563.127199,0.5282514953613282,-0.6436614990234375,1.3269905090332033,0.08466078341007233,-0.09705139696598053,0.017403284087777138
1778958563.1420593,0.4340972900390625,-0.6084846496582035,1.4048286437988282,0.10045161098241806,-0.0964035615324974,0.010837242007255554
1778958563.1585112,0.1675016784667969,-0.3242257690429682,1.534010009765625,0.11503972113132477,-0.08198483288288116,0.01658249832689762
1778958563.175362,0.11406280517578125,-0.07604187011718722,1.3659095764160156,0.1985495388507843,-0.07762129604816437,-3.996165469288826e-05
1778958563.1956558,0.3016227722167969,0.14923965454101484,1.1850856018066407,0.297762930393219,-0.0728134885430336,-0.027610601857304573
1778958563.2160683,0.32482452392578126,0.3059637451171877,1.1156300354003907,0.3581213355064392,-0.11276298761367798,-0.045557353645563126
1778958563.2357,0.24474105834960938,-0.3562591552734382,0.8190966796875,0.3711317181587219,-0.1280040442943573,-0.14332489669322968
1778958563.255568,0.08861572265625,-0.5188211059570307,1.0401869201660157,0.5402373671531677,-0.06255233287811279,-0.13432234525680542
1778958563.2764935,0.16136444091796875,-0.3011737060546871,1.252445526123047,0.5872688889503479,-0.04429289698600769,-0.03101510927081108
1778958563.324231,0.5941145324707031,-0.18576370239257756,1.169817352294922,0.62964928150177,-0.05705935135483742,-0.07181477546691895
1778958563.3452203,0.5026547241210938,-0.40341110229492116,1.0747650146484375,0.713318943977356,-0.09159824252128601,-0.06532029807567596
1778958563.3702874,0.38589752197265625,-0.5887257385253903,1.0496173095703125,0.7443885207176208,-0.12562189996242523,-0.004796845838427544
1778958563.3911233,0.1742376708984375,-0.8180488586425785,0.8590635681152344,0.7660217881202698,-0.13334259390830994,-0.0012329118326306343
1778958563.4119487,0.011825408935546875,-0.6650669860839837,0.6243516540527344,0.7198302149772644,-0.12884347140789032,0.009607936255633831
1778958563.4339502,0.43110351562500004,-0.06152206420898487,0.36898269653320315,0.7918232679367065,-0.1359979510307312,0.06039736419916153
1778958563.4536808,0.5481600952148438,0.02694396972656321,0.22049148559570314,0.8323693871498108,-0.1736862063407898,0.046841345727443695
1778958563.4730237,0.5007087707519532,0.07259902954101527,-0.19354751586914062,0.8524216413497925,-0.19902697205543518,0.03286267817020416
1778958563.4915884,0.4236190795898438,0.1523831176757806,-0.446671142578125,0.8615691661834717,-0.2772158980369568,0.014360894449055195
1778958563.5126219,0.295784912109375,0.5149291992187504,-1.0744656372070314,0.8993110656738281,-0.3265632688999176,-0.0004854220896959305
1778958563.5322104,0.06541397094726563,0.7349716186523434,-1.4847624206542969,1.2498981952667236,-0.2666350305080414,-0.04049089550971985
1778958563.554063,0.23441253662109376,0.22632934570312457,-1.36037109375,1.5031592845916748,-0.12293199449777603,-0.08532711118459702
1778958563.5734172,0.6947053527832031,-0.26584716796875085,-0.9352551269531251,1.5510708093643188,0.017630714923143387,-0.07968248426914215
1778958563.5952108,0.5062472534179687,-0.5508544921875007,-0.6647676086425781,1.346949577331543,0.04688010737299919,0.009119551628828049
1778958563.6150563,0.4393363952636719,-0.08217910766601477,-1.2361294555664064,1.2142343521118164,0.08922255039215088,0.01640540361404419
1778958563.636915,0.8580157470703126,0.14519805908203054,-1.878743133544922,1.2651857137680054,0.06986020505428314,0.0240444615483284
1778958563.65623,0.7427554321289063,0.0050894165039068184,-2.1644989013671876,1.3827530145645142,0.05525776743888855,0.044507332146167755
1778958563.67716,0.19788848876953127,-0.13980926513671932,-2.2897883605957032,1.3521428108215332,0.06339303404092789,0.08262970298528671
1778958563.6978135,0.07993377685546875,-0.4161346435546882,-2.4397764587402344,1.2204793691635132,0.06515701115131378,0.12447704374790192
1778958563.7167325,0.045056304931640624,-0.22528152465820384,-3.1522947692871095,1.120875358581543,0.09059031307697296,0.14592161774635315
1778958563.7361567,0.40086639404296875,0.3647914123535152,-3.7440142822265625,1.1281988620758057,0.11385956406593323,0.145898699760437
1778958563.785909,0.5182223510742188,0.614621887207031,-3.8923558044433597,1.2327518463134766,0.16309432685375214,0.14131486415863037
1778958563.8052845,0.3683839416503906,0.3296145629882812,-5.563929748535156,0.8269519209861755,-0.07210986316204071,0.03900640457868576
1778958563.8266656,0.13561798095703126,-0.09400451660156328,-6.338568878173828,0.8189836740493774,-0.08666139841079712,-0.05481259524822235
1778958563.8475976,0.09086105346679688,0.28111541748046953,-6.148314514160156,0.8940663933753967,-0.016463756561279297,-0.07966886460781097
1778958563.8680155,0.27078689575195314,0.938697967529297,-5.967939605712891,0.7492925524711609,-0.013121111318469048,-0.06366431713104248
1778958563.8857398,0.6062393188476562,0.6879693603515626,-6.27061019897461,0.5856723189353943,-0.023925606161355972,-0.08096446841955185
